"country","year","sex","age","sucides_100k_pop","gdp_per_capita"
"Turkmenistan",1999,"female","75+ years","7.72","619"
"Turkmenistan",1999,"female","55-74 years","6.25","619"
"Turkmenistan",1999,"female","35-54 years","4.22","619"
"Turkmenistan",1999,"male","5-14 years","1.21","619"
"Turkmenistan",1999,"female","5-14 years","0.35","619"
"Turkmenistan",2000,"male","25-34 years","24.14","721"
"Turkmenistan",2000,"male","15-24 years","22.76","721"
"Turkmenistan",2000,"male","35-54 years","22.43","721"
"Turkmenistan",2000,"female","75+ years","12.53","721"
"Turkmenistan",2000,"male","55-74 years","11.01","721"
"Turkmenistan",2000,"female","15-24 years","7.13","721"
"Turkmenistan",2000,"female","25-34 years","6.3","721"
"Turkmenistan",2000,"female","35-54 years","2.55","721"
"Turkmenistan",2000,"female","55-74 years","1.72","721"
"Turkmenistan",2000,"male","5-14 years","1.21","721"
"Turkmenistan",2000,"female","5-14 years","0.35","721"
"Turkmenistan",2000,"male","75+ years","0","721"
"Turkmenistan",2001,"male","25-34 years","31.89","863"
"Turkmenistan",2001,"male","35-54 years","30.64","863"
"Turkmenistan",2001,"male","15-24 years","18.62","863"
"Turkmenistan",2001,"male","75+ years","15.89","863"
"Turkmenistan",2001,"male","55-74 years","15.16","863"
"Turkmenistan",2001,"female","15-24 years","7.17","863"
"Turkmenistan",2001,"female","25-34 years","6.21","863"
"Turkmenistan",2001,"female","55-74 years","3.46","863"
"Turkmenistan",2001,"female","35-54 years","2.86","863"
"Turkmenistan",2001,"male","5-14 years","1.03","863"
"Turkmenistan",2001,"female","5-14 years","0.53","863"
"Turkmenistan",2001,"female","75+ years","0","863"
"Turkmenistan",2002,"male","25-34 years","29.85","1077"
"Turkmenistan",2002,"male","35-54 years","23.03","1077"
"Turkmenistan",2002,"male","15-24 years","19.74","1077"
"Turkmenistan",2002,"male","55-74 years","14.5","1077"
"Turkmenistan",2002,"female","15-24 years","9.13","1077"
"Turkmenistan",2002,"female","25-34 years","5.29","1077"
"Turkmenistan",2002,"male","75+ years","4.8","1077"
"Turkmenistan",2002,"female","55-74 years","3.49","1077"
"Turkmenistan",2002,"female","75+ years","2.25","1077"
"Turkmenistan",2002,"female","35-54 years","1.59","1077"
"Turkmenistan",2002,"male","5-14 years","1.22","1077"
"Turkmenistan",2002,"female","5-14 years","0.54","1077"
"Turkmenistan",2003,"male","25-34 years","27.6","1431"
"Turkmenistan",2003,"male","35-54 years","20.64","1431"
"Turkmenistan",2003,"male","15-24 years","16.69","1431"
"Turkmenistan",2003,"male","75+ years","8.83","1431"
"Turkmenistan",2003,"female","15-24 years","7.9","1431"
"Turkmenistan",2003,"male","55-74 years","7.59","1431"
"Turkmenistan",2003,"female","75+ years","6.46","1431"
"Turkmenistan",2003,"female","25-34 years","5.75","1431"
"Turkmenistan",2003,"female","35-54 years","2.9","1431"
"Turkmenistan",2003,"female","55-74 years","1.75","1431"
"Turkmenistan",2003,"male","5-14 years","0.54","1431"
"Turkmenistan",2003,"female","5-14 years","0.37","1431"
"Turkmenistan",2004,"male","25-34 years","26.72","1624"
"Turkmenistan",2004,"male","35-54 years","21.1","1624"
"Turkmenistan",2004,"male","15-24 years","15.34","1624"
"Turkmenistan",2004,"male","75+ years","12.46","1624"
"Turkmenistan",2004,"male","55-74 years","8.88","1624"
"Turkmenistan",2004,"female","15-24 years","8.74","1624"
"Turkmenistan",2004,"female","75+ years","6.26","1624"
"Turkmenistan",2004,"female","25-34 years","5.92","1624"
"Turkmenistan",2004,"female","35-54 years","3.21","1624"
"Turkmenistan",2004,"female","55-74 years","2.32","1624"
"Turkmenistan",2004,"male","5-14 years","1.1","1624"
"Turkmenistan",2004,"female","5-14 years","0.75","1624"
"Turkmenistan",2005,"male","25-34 years","27.12","1906"
"Turkmenistan",2005,"male","35-54 years","24.95","1906"
"Turkmenistan",2005,"male","15-24 years","21.1","1906"
"Turkmenistan",2005,"male","55-74 years","18.76","1906"
"Turkmenistan",2005,"male","75+ years","16.01","1906"
"Turkmenistan",2005,"female","15-24 years","7.93","1906"
"Turkmenistan",2005,"female","25-34 years","6.87","1906"
"Turkmenistan",2005,"female","55-74 years","3.99","1906"
"Turkmenistan",2005,"female","35-54 years","3.13","1906"
"Turkmenistan",2005,"female","75+ years","2.05","1906"
"Turkmenistan",2005,"male","5-14 years","1.7","1906"
"Turkmenistan",2005,"female","5-14 years","0.58","1906"
"Turkmenistan",2006,"male","25-34 years","29.04","2397"
"Turkmenistan",2006,"male","35-54 years","25.96","2397"
"Turkmenistan",2006,"male","15-24 years","20.09","2397"
"Turkmenistan",2006,"male","75+ years","19","2397"
"Turkmenistan",2006,"male","55-74 years","18.36","2397"
"Turkmenistan",2006,"female","15-24 years","12.06","2397"
"Turkmenistan",2006,"female","35-54 years","4.15","2397"
"Turkmenistan",2006,"female","25-34 years","4.15","2397"
"Turkmenistan",2006,"female","75+ years","4.01","2397"
"Turkmenistan",2006,"female","55-74 years","3.89","2397"
"Turkmenistan",2006,"male","5-14 years","2.33","2397"
"Turkmenistan",2006,"female","5-14 years","0.8","2397"
"Turkmenistan",2007,"male","25-34 years","19.74","2916"
"Turkmenistan",2007,"male","35-54 years","17.66","2916"
"Turkmenistan",2007,"male","55-74 years","14.61","2916"
"Turkmenistan",2007,"male","15-24 years","12.63","2916"
"Turkmenistan",2007,"male","75+ years","7.34","2916"
"Turkmenistan",2007,"female","15-24 years","7.03","2916"
"Turkmenistan",2007,"female","25-34 years","4.57","2916"
"Turkmenistan",2007,"female","75+ years","3.96","2916"
"Turkmenistan",2007,"female","55-74 years","3.74","2916"
"Turkmenistan",2007,"female","35-54 years","3.01","2916"
"Turkmenistan",2007,"male","5-14 years","1.59","2916"
"Turkmenistan",2007,"female","5-14 years","0.81","2916"
"Turkmenistan",2008,"male","15-24 years","23.94","4368"
"Turkmenistan",2008,"male","25-34 years","23.55","4368"
"Turkmenistan",2008,"male","35-54 years","22.47","4368"
"Turkmenistan",2008,"female","15-24 years","11.9","4368"
"Turkmenistan",2008,"male","55-74 years","10.98","4368"
"Turkmenistan",2008,"male","75+ years","7.14","4368"
"Turkmenistan",2008,"female","25-34 years","6.45","4368"
"Turkmenistan",2008,"female","75+ years","3.92","4368"
"Turkmenistan",2008,"female","55-74 years","3.05","4368"
"Uruguay",2001,"male","35-54 years","32.12","6827"
"Turkmenistan",2008,"female","35-54 years","1.73","4368"
"Turkmenistan",2008,"female","5-14 years","1.24","4368"
"Turkmenistan",2008,"male","5-14 years","1.21","4368"
"Turkmenistan",2009,"male","15-24 years","8.52","4508"
"Turkmenistan",2009,"male","75+ years","6.96","4508"
"Turkmenistan",2009,"male","25-34 years","6.84","4508"
"Turkmenistan",2009,"male","35-54 years","6.03","4508"
"Turkmenistan",2009,"male","55-74 years","4.09","4508"
"Turkmenistan",2009,"female","15-24 years","3.67","4508"
"Turkmenistan",2009,"female","25-34 years","3.39","4508"
"Turkmenistan",2009,"male","5-14 years","1.63","4508"
"Turkmenistan",2009,"female","35-54 years","0.51","4508"
"Turkmenistan",2009,"female","55-74 years","0.48","4508"
"Turkmenistan",2009,"female","5-14 years","0.42","4508"
"Turkmenistan",2009,"female","75+ years","0","4508"
"Turkmenistan",2010,"male","25-34 years","9.53","4962"
"Turkmenistan",2010,"male","15-24 years","7.57","4962"
"Turkmenistan",2010,"male","75+ years","6.78","4962"
"Turkmenistan",2010,"male","35-54 years","6.26","4962"
"Turkmenistan",2010,"male","55-74 years","5.59","4962"
"Turkmenistan",2010,"female","15-24 years","4.02","4962"
"Turkmenistan",2010,"female","25-34 years","2.12","4962"
"Turkmenistan",2010,"female","35-54 years","1.5","4962"
"Turkmenistan",2010,"female","5-14 years","1.05","4962"
"Turkmenistan",2010,"female","55-74 years","0.92","4962"
"Turkmenistan",2010,"male","5-14 years","0.41","4962"
"Turkmenistan",2010,"female","75+ years","0","4962"
"Turkmenistan",2011,"male","35-54 years","5.77","6319"
"Turkmenistan",2011,"male","15-24 years","4.87","6319"
"Turkmenistan",2011,"male","25-34 years","4.62","6319"
"Turkmenistan",2011,"male","55-74 years","4.28","6319"
"Turkmenistan",2011,"female","15-24 years","3.66","6319"
"Turkmenistan",2011,"male","75+ years","3.18","6319"
"Turkmenistan",2011,"female","55-74 years","2.19","6319"
"Turkmenistan",2011,"female","35-54 years","1.3","6319"
"Turkmenistan",2011,"female","25-34 years","1.14","6319"
"Turkmenistan",2011,"male","5-14 years","0.41","6319"
"Turkmenistan",2011,"female","5-14 years","0.21","6319"
"Turkmenistan",2011,"female","75+ years","0","6319"
"Turkmenistan",2012,"male","35-54 years","6.68","7498"
"Turkmenistan",2012,"male","15-24 years","6.39","7498"
"Turkmenistan",2012,"male","25-34 years","5.17","7498"
"Turkmenistan",2012,"female","15-24 years","3.34","7498"
"Turkmenistan",2012,"male","75+ years","3","7498"
"Turkmenistan",2012,"male","55-74 years","2.56","7498"
"Turkmenistan",2012,"female","25-34 years","2","7498"
"Turkmenistan",2012,"female","35-54 years","0.64","7498"
"Turkmenistan",2012,"female","5-14 years","0.41","7498"
"Turkmenistan",2012,"male","5-14 years","0.41","7498"
"Turkmenistan",2012,"female","55-74 years","0","7498"
"Turkmenistan",2012,"female","75+ years","0","7498"
"Turkmenistan",2013,"male","35-54 years","4.7","8255"
"Turkmenistan",2013,"male","25-34 years","4.59","8255"
"Turkmenistan",2013,"male","15-24 years","3.54","8255"
"Turkmenistan",2013,"female","15-24 years","3.03","8255"
"Turkmenistan",2013,"male","75+ years","2.87","8255"
"Turkmenistan",2013,"male","55-74 years","1.96","8255"
"Turkmenistan",2013,"female","25-34 years","1.73","8255"
"Turkmenistan",2013,"female","35-54 years","0.47","8255"
"Turkmenistan",2013,"female","55-74 years","0.4","8255"
"Turkmenistan",2013,"female","5-14 years","0","8255"
"Turkmenistan",2013,"female","75+ years","0","8255"
"Turkmenistan",2013,"male","5-14 years","0","8255"
"Turkmenistan",2014,"male","35-54 years","6.42","9046"
"Turkmenistan",2014,"male","25-34 years","4.89","9046"
"Turkmenistan",2014,"female","15-24 years","4.46","9046"
"Turkmenistan",2014,"male","15-24 years","3.81","9046"
"Turkmenistan",2014,"male","55-74 years","3.27","9046"
"Turkmenistan",2014,"female","25-34 years","2.95","9046"
"Turkmenistan",2014,"female","55-74 years","1.14","9046"
"Turkmenistan",2014,"female","35-54 years","0.62","9046"
"Turkmenistan",2014,"male","5-14 years","0.59","9046"
"Turkmenistan",2014,"female","5-14 years","0","9046"
"Turkmenistan",2014,"female","75+ years","0","9046"
"Turkmenistan",2014,"male","75+ years","0","9046"
"Turkmenistan",2015,"male","35-54 years","6.12","7326"
"Turkmenistan",2015,"male","15-24 years","6.02","7326"
"Turkmenistan",2015,"female","15-24 years","4.16","7326"
"Turkmenistan",2015,"male","55-74 years","3.1","7326"
"Turkmenistan",2015,"male","25-34 years","3.1","7326"
"Turkmenistan",2015,"female","25-34 years","2.26","7326"
"Turkmenistan",2015,"female","75+ years","1.7","7326"
"Turkmenistan",2015,"female","55-74 years","1.07","7326"
"Turkmenistan",2015,"female","35-54 years","0.76","7326"
"Turkmenistan",2015,"male","5-14 years","0.19","7326"
"Turkmenistan",2015,"female","5-14 years","0","7326"
"Turkmenistan",2015,"male","75+ years","0","7326"
"Ukraine",1987,"male","75+ years","77.28","1353"
"Ukraine",1987,"male","55-74 years","52.95","1353"
"Ukraine",1987,"male","35-54 years","49.83","1353"
"Ukraine",1987,"male","25-34 years","35.55","1353"
"Ukraine",1987,"female","75+ years","26.76","1353"
"Ukraine",1987,"female","55-74 years","16.87","1353"
"Ukraine",1987,"male","15-24 years","13.77","1353"
"Ukraine",1987,"female","35-54 years","11.19","1353"
"Ukraine",1987,"female","25-34 years","4.45","1353"
"Ukraine",1987,"female","15-24 years","3.7","1353"
"Ukraine",1987,"male","5-14 years","1.44","1353"
"Ukraine",1987,"female","5-14 years","0.25","1353"
"Ukraine",1988,"male","75+ years","77.63","1571"
"Ukraine",1988,"male","55-74 years","48.28","1571"
"Ukraine",1988,"male","35-54 years","47.7","1571"
"Ukraine",1988,"male","25-34 years","35.5","1571"
"Ukraine",1988,"female","75+ years","25.31","1571"
"Ukraine",1988,"female","55-74 years","16.68","1571"
"Ukraine",1988,"male","15-24 years","14.08","1571"
"Ukraine",1988,"female","35-54 years","9.42","1571"
"Ukraine",1988,"female","15-24 years","5.31","1571"
"Ukraine",1988,"male","5-14 years","1.87","1571"
"Ukraine",1988,"female","5-14 years","0.42","1571"
"Ukraine",1989,"male","75+ years","85.89","1732"
"Ukraine",1989,"male","35-54 years","55.49","1732"
"Ukraine",1989,"male","55-74 years","52.95","1732"
"Ukraine",1989,"male","25-34 years","40.68","1732"
"Ukraine",1989,"female","75+ years","25.88","1732"
"Ukraine",1989,"male","15-24 years","16.33","1732"
"Ukraine",1989,"female","55-74 years","15.65","1732"
"Ukraine",1989,"female","35-54 years","10.73","1732"
"Ukraine",1989,"female","25-34 years","5.47","1732"
"Ukraine",1989,"female","15-24 years","5.26","1732"
"Ukraine",1989,"male","5-14 years","1.63","1732"
"Ukraine",1989,"female","5-14 years","0.36","1732"
"Ukraine",1990,"male","75+ years","71.76","1698"
"Ukraine",1990,"male","35-54 years","55.4","1698"
"Ukraine",1990,"male","55-74 years","53.65","1698"
"Ukraine",1990,"male","25-34 years","38.82","1698"
"Ukraine",1990,"female","75+ years","23.11","1698"
"Ukraine",1990,"male","15-24 years","17.29","1698"
"Ukraine",1990,"female","55-74 years","15.1","1698"
"Ukraine",1990,"female","35-54 years","9.86","1698"
"Ukraine",1990,"female","25-34 years","5.2","1698"
"Ukraine",1990,"female","15-24 years","4.78","1698"
"Ukraine",1990,"male","5-14 years","1.57","1698"
"Ukraine",1990,"female","5-14 years","0.16","1698"
"Ukraine",1991,"male","75+ years","72.26","1607"
"Ukraine",1991,"male","35-54 years","56.35","1607"
"Ukraine",1991,"male","55-74 years","53.86","1607"
"Ukraine",1991,"male","25-34 years","38.54","1607"
"Ukraine",1991,"female","75+ years","24.63","1607"
"Ukraine",1991,"male","15-24 years","17.23","1607"
"Ukraine",1991,"female","55-74 years","14.55","1607"
"Ukraine",1991,"female","35-54 years","9.47","1607"
"Ukraine",1991,"female","25-34 years","4.89","1607"
"Ukraine",1991,"female","15-24 years","3.92","1607"
"Ukraine",1991,"male","5-14 years","1.69","1607"
"Ukraine",1991,"female","5-14 years","0.52","1607"
"Ukraine",1992,"male","75+ years","83.39","1525"
"Ukraine",1992,"male","35-54 years","62.21","1525"
"Ukraine",1992,"male","55-74 years","57.67","1525"
"Ukraine",1992,"male","25-34 years","42.17","1525"
"Ukraine",1992,"female","75+ years","19.96","1525"
"Ukraine",1992,"male","15-24 years","17.17","1525"
"Ukraine",1992,"female","55-74 years","14.98","1525"
"Ukraine",1992,"female","35-54 years","11.48","1525"
"Ukraine",1992,"female","25-34 years","5.99","1525"
"Ukraine",1992,"female","15-24 years","5.35","1525"
"Ukraine",1992,"male","5-14 years","1.77","1525"
"Ukraine",1992,"female","5-14 years","0.35","1525"
"Ukraine",1993,"male","75+ years","91.94","1349"
"Ukraine",1993,"male","35-54 years","64.35","1349"
"Ukraine",1993,"male","55-74 years","63.15","1349"
"Ukraine",1993,"male","25-34 years","45.53","1349"
"Ukraine",1993,"female","75+ years","27.02","1349"
"Ukraine",1993,"male","15-24 years","21.67","1349"
"Ukraine",1993,"female","55-74 years","14.83","1349"
"Ukraine",1993,"female","35-54 years","11.06","1349"
"Ukraine",1993,"female","25-34 years","6.08","1349"
"Ukraine",1993,"female","15-24 years","4.26","1349"
"Ukraine",1993,"male","5-14 years","1.68","1349"
"Ukraine",1993,"female","5-14 years","0.54","1349"
"Ukraine",1994,"male","75+ years","96.42","1081"
"Ukraine",1994,"male","55-74 years","73.57","1081"
"Ukraine",1994,"male","35-54 years","73","1081"
"Ukraine",1994,"male","25-34 years","48.62","1081"
"Ukraine",1994,"female","75+ years","27.98","1081"
"Ukraine",1994,"male","15-24 years","23.76","1081"
"Ukraine",1994,"female","55-74 years","16.81","1081"
"Ukraine",1994,"female","35-54 years","10.9","1081"
"Ukraine",1994,"female","25-34 years","6.32","1081"
"Ukraine",1994,"female","15-24 years","4.88","1081"
"Ukraine",1994,"male","5-14 years","1.55","1081"
"Ukraine",1994,"female","5-14 years","0.48","1081"
"Ukraine",1995,"male","75+ years","95.19","996"
"Ukraine",1995,"male","55-74 years","80.11","996"
"Ukraine",1995,"male","35-54 years","79.07","996"
"Ukraine",1995,"male","25-34 years","52.45","996"
"Ukraine",1995,"male","15-24 years","25.47","996"
"Ukraine",1995,"female","75+ years","23.6","996"
"Ukraine",1995,"female","55-74 years","15.75","996"
"Ukraine",1995,"female","35-54 years","10.82","996"
"Ukraine",1995,"female","25-34 years","6.81","996"
"Ukraine",1995,"female","15-24 years","5.2","996"
"Ukraine",1995,"male","5-14 years","1.77","996"
"Ukraine",1995,"female","5-14 years","0.43","996"
"Ukraine",1996,"male","75+ years","88.58","925"
"Ukraine",1996,"male","55-74 years","86.9","925"
"Ukraine",1996,"male","35-54 years","82.51","925"
"Ukraine",1996,"male","25-34 years","53.86","925"
"Ukraine",1996,"male","15-24 years","27.48","925"
"Ukraine",1996,"female","75+ years","22.34","925"
